category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,privacyNum,concern0,concern1,concern2,concern3,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,frequency,imagePath,originCategory,datasetName,id
Person,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,Male,6,5,5,3,5,CrowdWorks,9,8,6,4,8,3,86fa28d162ee13dc.jpg,Person,OpenImages,86fa28d162ee13dc_Person
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 1, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,7,6,6,6,6,CrowdWorks,5,7,6,8,7,0,130130.jpg,monitor_(computer_equipment) computer_monitor,LVIS,130130_monitor_(computer_equipment) computer_monitor
key,"[0, 0, 0, 0, 0, 1]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Female,8,6,6,5,6,CrowdWorks,7,5,7,7,8,4,201151.jpg,key,LVIS,201151_key
ring,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",32,Female,7,6,6,5,6,CrowdWorks,6,6,6,9,9,1,135038.jpg,ring,LVIS,135038_ring
Poster,"[0, 0, 0, 0, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",46,Female,7,6,6,6,6,CrowdWorks,5,7,6,8,7,0,19b9a87786eb4c85.jpg,Poster,OpenImages,19b9a87786eb4c85_Poster
passport,"[0, 0, 0, 0, 0, 1]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,Female,7,6,6,6,6,CrowdWorks,4,7,6,7,6,0,156404.jpg,passport,LVIS,156404_passport
teddy_bear,"[0, 0, 0, 1, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",41,Female,7,6,6,6,6,CrowdWorks,4,7,6,7,6,0,156404.jpg,teddy_bear,LVIS,156404_teddy_bear
Woman,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,4,6,5,3,6,CrowdWorks,6,6,5,9,9,2,4afc9fce9b1398c0.jpg,Woman,OpenImages,4afc9fce9b1398c0_Woman
identity,"[1, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Male,3,5,6,5,5,CrowdWorks,5,6,7,9,8,1,192a6c758bfbf180.jpg,identity,OpenImages,192a6c758bfbf180_identity
Human face,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",46,Female,7,6,6,6,6,CrowdWorks,5,7,6,8,7,0,0a8657e8b5c9d7bb.jpg,Human face,OpenImages,0a8657e8b5c9d7bb_Human face
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,108688.jpg,monitor_(computer_equipment) computer_monitor,LVIS,108688_monitor_(computer_equipment) computer_monitor
cellular_telephone,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,108688.jpg,cellular_telephone,LVIS,108688_cellular_telephone
steering_wheel,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,108688.jpg,steering_wheel,LVIS,108688_steering_wheel
jersey,"[1, 0, 1, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,119714.jpg,jersey,LVIS,119714_jersey
identity,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,9,5,6,6,6,CrowdWorks,5,5,3,8,5,1,1b5d7772b9350086.jpg,identity,OpenImages,1b5d7772b9350086_identity
pet,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",46,Female,9,5,6,6,6,CrowdWorks,5,5,3,8,5,1,168134.jpg,pet,LVIS,168134_pet
earring,"[0, 0, 0, 1, 0, 0]",6,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",46,Female,9,5,6,6,6,CrowdWorks,5,5,3,8,5,1,168134.jpg,earring,LVIS,168134_earring
identity,"[1, 0, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Female,6,6,6,4,6,CrowdWorks,7,5,7,8,4,1,0e434121f4d725a5.jpg,identity,OpenImages,0e434121f4d725a5_identity
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,01125dd72c09cc5a.jpg,Human face,OpenImages,01125dd72c09cc5a_Human face
Girl,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,01125dd72c09cc5a.jpg,Girl,OpenImages,01125dd72c09cc5a_Girl
Person,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,01125dd72c09cc5a.jpg,Person,OpenImages,01125dd72c09cc5a_Person
Human hair,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,01125dd72c09cc5a.jpg,Human hair,OpenImages,01125dd72c09cc5a_Human hair
Clothing,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,01125dd72c09cc5a.jpg,Clothing,OpenImages,01125dd72c09cc5a_Clothing
Human body,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,01125dd72c09cc5a.jpg,Human body,OpenImages,01125dd72c09cc5a_Human body
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,10,6,6,4,5,CrowdWorks,4,4,6,8,9,2,01125dd72c09cc5a.jpg,Human head,OpenImages,01125dd72c09cc5a_Human head
cabinet,"[0, 1, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,Male,6,5,5,3,5,CrowdWorks,9,8,6,4,8,3,178469.jpg,cabinet,LVIS,178469_cabinet
notepad,"[0, 0, 0, 1, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,Male,6,5,5,3,5,CrowdWorks,9,8,6,4,8,3,178469.jpg,notepad,LVIS,178469_notepad
Human hair,"[1, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,2eb849114cbb18d9.jpg,Human hair,OpenImages,2eb849114cbb18d9_Human hair
Clothing,"[0, 0, 1, 1, 1, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,2eb849114cbb18d9.jpg,Clothing,OpenImages,2eb849114cbb18d9_Clothing
Human body,"[1, 0, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,2eb849114cbb18d9.jpg,Human body,OpenImages,2eb849114cbb18d9_Human body
Mammal,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,2eb849114cbb18d9.jpg,Mammal,OpenImages,2eb849114cbb18d9_Mammal
Human arm,"[1, 1, 1, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,2eb849114cbb18d9.jpg,Human arm,OpenImages,2eb849114cbb18d9_Human arm
Man,"[1, 1, 1, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,2eb849114cbb18d9.jpg,Man,OpenImages,2eb849114cbb18d9_Man
identity,"[1, 0, 1, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,0628900953b60130.jpg,identity,OpenImages,0628900953b60130_identity
identity,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,4,7,7,7,7,CrowdWorks,3,3,5,6,6,1,06284d94e5969535.jpg,identity,OpenImages,06284d94e5969535_identity
monitor_(computer_equipment) computer_monitor,"[1, 0, 0, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,184099.jpg,monitor_(computer_equipment) computer_monitor,LVIS,184099_monitor_(computer_equipment) computer_monitor
tag,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,128512.jpg,tag,LVIS,128512_tag
identity,"[1, 0, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,7,6,7,3,7,CrowdWorks,6,6,8,9,8,1,12e3b493707841ab.jpg,identity,OpenImages,12e3b493707841ab_identity
Person,"[1, 0, 0, 0, 1, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",33,Female,6,6,6,4,6,CrowdWorks,6,3,10,8,5,3,27ba6189609ff436.jpg,Person,OpenImages,27ba6189609ff436_Person
Man,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,6,6,6,4,6,CrowdWorks,6,3,10,8,5,3,27ba6189609ff436.jpg,Man,OpenImages,27ba6189609ff436_Man
cellular_telephone,"[0, 0, 0, 1, 0, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,183914.jpg,cellular_telephone,LVIS,183914_cellular_telephone
cigarette,"[0, 0, 0, 1, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,183914.jpg,cigarette,LVIS,183914_cigarette
Girl,"[1, 0, 1, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,01b4f093f795747b.jpg,Girl,OpenImages,01b4f093f795747b_Girl
Woman,"[1, 0, 1, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,01b4f093f795747b.jpg,Woman,OpenImages,01b4f093f795747b_Woman
Man,"[1, 0, 1, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,01b4f093f795747b.jpg,Man,OpenImages,01b4f093f795747b_Man
Person,"[1, 0, 0, 1, 0, 0]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Male,8,5,6,4,5,CrowdWorks,7,5,5,8,2,3,3ddfa56be884cfb9.jpg,Person,OpenImages,3ddfa56be884cfb9_Person
Mammal,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Male,8,5,6,4,5,CrowdWorks,7,5,5,8,2,3,3ddfa56be884cfb9.jpg,Mammal,OpenImages,3ddfa56be884cfb9_Mammal
boat,"[0, 1, 0, 0, 0, 0]",5,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",40,Male,9,6,5,4,7,CrowdWorks,5,9,5,3,7,2,105952.jpg,boat,LVIS,105952_boat
person,"[0, 1, 0, 0, 0, 0]",5,"[0, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",40,Male,9,6,5,4,7,CrowdWorks,5,9,5,3,7,2,105952.jpg,person,LVIS,105952_person
Human face,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",45,Other,6,5,5,5,5,CrowdWorks,5,6,7,7,9,1,28808fa809a40c6e.jpg,Human face,OpenImages,28808fa809a40c6e_Human face
Human head,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",45,Other,6,5,5,5,5,CrowdWorks,5,6,7,7,9,1,28808fa809a40c6e.jpg,Human head,OpenImages,28808fa809a40c6e_Human head
Mammal,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",45,Other,6,5,5,5,5,CrowdWorks,5,6,7,7,9,1,28808fa809a40c6e.jpg,Mammal,OpenImages,28808fa809a40c6e_Mammal
Building,"[0, 1, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,1f2fa43cd79182ba.jpg,Building,OpenImages,1f2fa43cd79182ba_Building
bookcase,"[0, 0, 1, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,10136.jpg,bookcase,LVIS,10136_bookcase
Skyscraper,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,d01d43bf0d8dc8e5.jpg,Skyscraper,OpenImages,d01d43bf0d8dc8e5_Skyscraper
Building,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,d01d43bf0d8dc8e5.jpg,Building,OpenImages,d01d43bf0d8dc8e5_Building
Tower,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,d01d43bf0d8dc8e5.jpg,Tower,OpenImages,d01d43bf0d8dc8e5_Tower
Watercraft,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,d01d43bf0d8dc8e5.jpg,Watercraft,OpenImages,d01d43bf0d8dc8e5_Watercraft
cup,"[0, 1, 0, 0, 0, 1]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",46,Female,4,4,5,5,5,CrowdWorks,5,6,7,5,8,0,140987.jpg,cup,LVIS,140987_cup
Building,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,7,6,6,5,6,CrowdWorks,6,6,6,9,9,1,9e3b268c8f585dbc.jpg,Building,OpenImages,9e3b268c8f585dbc_Building
Tower,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,7,6,6,5,6,CrowdWorks,6,6,6,9,9,1,9e3b268c8f585dbc.jpg,Tower,OpenImages,9e3b268c8f585dbc_Tower
Skyscraper,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,7,6,6,5,6,CrowdWorks,6,6,6,9,9,1,9e3b268c8f585dbc.jpg,Skyscraper,OpenImages,9e3b268c8f585dbc_Skyscraper
House,"[1, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",26,Female,7,5,5,5,5,CrowdWorks,6,6,7,6,7,1,288150fcf6fcac88.jpg,House,OpenImages,288150fcf6fcac88_House
Human face,"[1, 1, 0, 1, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",34,Male,4,6,5,3,6,CrowdWorks,6,6,5,9,9,2,5b5f5c5c05f700b3.jpg,Human face,OpenImages,5b5f5c5c05f700b3_Human face
Woman,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,4,6,5,3,6,CrowdWorks,6,6,5,9,9,2,5b5f5c5c05f700b3.jpg,Woman,OpenImages,5b5f5c5c05f700b3_Woman
Human face,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,Female,10,6,6,4,5,CrowdWorks,5,6,7,5,8,1,1b0366e125f4e3db.jpg,Human face,OpenImages,1b0366e125f4e3db_Human face
Human hair,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,Female,10,6,6,4,5,CrowdWorks,5,6,7,5,8,1,1b0366e125f4e3db.jpg,Human hair,OpenImages,1b0366e125f4e3db_Human hair
Clothing,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,00c710176e9c2996.jpg,Clothing,OpenImages,00c710176e9c2996_Clothing
Human body,"[0, 1, 0, 0, 0, 0]",1,"[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,00c710176e9c2996.jpg,Human body,OpenImages,00c710176e9c2996_Human body
Human head,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,00c710176e9c2996.jpg,Human head,OpenImages,00c710176e9c2996_Human head
Man,"[1, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,9,7,7,5,7,CrowdWorks,7,3,9,7,8,1,00c710176e9c2996.jpg,Man,OpenImages,00c710176e9c2996_Man
person,"[1, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",34,Female,6,6,6,4,6,CrowdWorks,7,5,7,8,4,1,160535.jpg,person,LVIS,160535_person
Building,"[0, 1, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,7,6,6,4,6,CrowdWorks,4,5,7,8,8,1,922d30b8769c19a1.jpg,Building,OpenImages,922d30b8769c19a1_Building
Human hair,"[1, 0, 0, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,1eb99df4147f898f.jpg,Human hair,OpenImages,1eb99df4147f898f_Human hair
Furniture,"[0, 1, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,1eb99df4147f898f.jpg,Furniture,OpenImages,1eb99df4147f898f_Furniture
Clothing,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,1eb99df4147f898f.jpg,Clothing,OpenImages,1eb99df4147f898f_Clothing
Human body,"[1, 0, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,1eb99df4147f898f.jpg,Human body,OpenImages,1eb99df4147f898f_Human body
Table,"[0, 0, 0, 1, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,1eb99df4147f898f.jpg,Table,OpenImages,1eb99df4147f898f_Table
Office building,"[1, 1, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,1eb99df4147f898f.jpg,Office building,OpenImages,1eb99df4147f898f_Office building
Man,"[1, 0, 0, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Male,9,7,7,7,7,CrowdWorks,4,2,8,7,9,3,1eb99df4147f898f.jpg,Man,OpenImages,1eb99df4147f898f_Man
saltshaker,"[0, 1, 0, 0, 0, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",52,Female,10,6,6,4,5,CrowdWorks,5,6,7,5,8,1,118811.jpg,saltshaker,LVIS,118811_saltshaker
napkin,"[0, 1, 0, 0, 1, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",52,Female,10,6,6,4,5,CrowdWorks,5,6,7,5,8,1,118811.jpg,napkin,LVIS,118811_napkin
Person,"[0, 1, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",54,Female,8,5,6,6,6,CrowdWorks,2,5,6,10,8,1,0998d865cd16ccec.jpg,Person,OpenImages,0998d865cd16ccec_Person
tablecloth,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",46,Female,9,5,6,6,6,CrowdWorks,5,5,3,8,5,1,131131.jpg,tablecloth,LVIS,131131_tablecloth
identity,"[1, 0, 1, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,9,7,7,7,7,CrowdWorks,8,3,7,6,10,2,069261fc14e56fcf.jpg,identity,OpenImages,069261fc14e56fcf_identity
Person,"[1, 1, 1, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",44,Female,5,5,6,3,6,CrowdWorks,8,4,6,4,10,3,86a6366f57093823.jpg,Person,OpenImages,86a6366f57093823_Person
Boy,"[1, 1, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",44,Female,5,5,6,3,6,CrowdWorks,8,4,6,4,10,3,86a6366f57093823.jpg,Boy,OpenImages,86a6366f57093823_Boy
Man,"[1, 1, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",44,Female,5,5,6,3,6,CrowdWorks,8,4,6,4,10,3,86a6366f57093823.jpg,Man,OpenImages,86a6366f57093823_Man
mallet,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,10,1,1,4,1,CrowdWorks,7,4,7,4,4,1,246976.jpg,mallet,LVIS,246976_mallet
trousers,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,10,1,1,4,1,CrowdWorks,7,4,7,4,4,1,246976.jpg,trousers,LVIS,246976_trousers
cigarette,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,10,1,1,4,1,CrowdWorks,7,4,7,4,4,1,246976.jpg,cigarette,LVIS,246976_cigarette
ball,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,10,1,1,4,1,CrowdWorks,7,4,7,4,4,1,246976.jpg,ball,LVIS,246976_ball
ring,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",30,Male,10,1,1,4,1,CrowdWorks,7,4,7,4,4,1,246976.jpg,ring,LVIS,246976_ring
person,"[1, 0, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",30,Male,10,1,1,4,1,CrowdWorks,7,4,7,4,4,1,246976.jpg,person,LVIS,246976_person
Human face,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,4,6,6,6,6,CrowdWorks,5,8,6,9,8,1,27c41bbdb49d6f5f.jpg,Human face,OpenImages,27c41bbdb49d6f5f_Human face
Man,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,4,6,6,6,6,CrowdWorks,5,8,6,9,8,1,27c41bbdb49d6f5f.jpg,Man,OpenImages,27c41bbdb49d6f5f_Man
Human head,"[1, 0, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",52,Female,10,6,6,4,5,CrowdWorks,5,6,7,5,8,1,66368d8f0c538ba7.jpg,Human head,OpenImages,66368d8f0c538ba7_Human head
